Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/R3/BPPC_4_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,815,815,815,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,683,683,683,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,577,577,577,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,455,455,455,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1627,1627,1627,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1360,1360,1360,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1269,1269,1269,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1088,1088,1088,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,923,923,923,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,804,804,804,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,712,712,712,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,558,558,558,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_3.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,415,415,415,
bettinelli2017/R3/BPPC_4_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1548,1548,1548,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1432,1432,1432,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1210,1210,1210,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1105,1105,1105,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,959,959,959,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,811,811,811,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,684,684,684,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,574,574,574,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,449,449,449,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_4.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1534,1534,1534,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1458,1458,1458,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1213,1213,1213,
bettinelli2017/R3/BPPC_4_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1117,1117,1117,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,973,973,973,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,822,822,822,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,702,702,702,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,536,536,536,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,440,440,440,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_5.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1612,1612,1612,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1474,1474,1474,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1311,1311,1311,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1121,1121,1121,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,938,938,938,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,805,805,805,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,692,692,692,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,545,545,545,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,455,455,455,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_6.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1577,1577,1577,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1578,1578,1578,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1307,1307,1307,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1174,1174,1174,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,992,992,992,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,845,845,845,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,706,706,706,
bettinelli2017/R3/BPPC_4_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,587,587,587,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,424,424,424,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_7.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1541,1541,1541,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1510,1510,1510,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1302,1302,1302,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1065,1065,1065,
bettinelli2017/R3/BPPC_4_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,954,954,954,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,808,808,808,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,692,692,692,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,405,405,405,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_8.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1763,1763,1763,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1459,1459,1459,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1312,1312,1312,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1159,1159,1159,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,995,995,995,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,803,803,803,
bettinelli2017/R3/BPPC_4_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,703,703,703,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,614,614,614,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,425,425,425,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_9.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1727,1727,1727,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1501,1501,1501,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1346,1346,1346,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1113,1113,1113,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,946,946,946,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,806,806,806,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,694,694,694,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,557,557,557,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,410,410,410,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_10.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,882,882,882,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,703,703,703,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,698,698,698,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,591,591,591,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,550,550,550,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,407,407,407,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,269,269,269,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_5_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,211,211,211,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_1.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,901,901,901,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,858,858,858,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,730,730,730,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,556,556,556,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,571,571,571,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,465,465,465,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,366,366,366,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,288,288,288,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_5_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,211,211,211,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_2.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,868,868,868,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,886,886,886,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,750,750,750,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,686,686,686,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,511,511,511,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,447,447,447,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,365,365,365,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,236,236,236,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_5_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,221,221,221,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_3.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,850,850,850,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,854,854,854,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,731,731,731,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,563,563,563,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,475,475,475,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,402,402,402,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,303,303,303,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_5_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,259,259,259,
bettinelli2017/R3/BPPC_5_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,198,198,198,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_4.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,869,869,869,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,767,767,767,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,694,694,694,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,587,587,587,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,518,518,518,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,350,350,350,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,341,341,341,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,332,332,332,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_5_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,204,204,204,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_5.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_5_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,875,875,875,
bettinelli2017/R3/BPPC_5_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,844,844,844,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_6.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_5_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,731,731,731,certificates/bettinelli2017/bettinelli2017/R3/BPPC_5_0_6.txt_0.3_solution.txt
